doc_id,issue_name,section_title,start_page,end_page,confidence,quality_issue
2023-1219797258,公司治理,包含'投资者关系'的章节,2,8,88,ok
2023-1219797258,绿色金融,包含'环境信息披露'的章节,5,11,88,ok
2023-1219797258,消费者权益保护,包含'消费者权益'的章节,1,7,88,ok
2023-1219797258,普惠金融,包含'普惠金融'的章节,1,7,88,ok
2023-1219797258,乡村振兴,包含'农业产业化'的章节,4,10,88,ok
2024-1223384751,风险管理,4.4 构建全面风险管理体系,4,10,80,ok
2024-1223384751,公司治理,2.1 健全公司治理体系,3,9,80,ok
2024-1223384751,绿色金融,3 绿色金融低碳转型,5,11,80,ok
2024-1223384751,消费者权益保护,4.4金融知识精准宣教,6,12,80,ok
2024-1223384751,普惠金融,2 普惠金融助力小微,5,11,80,ok
2024-1223384751,乡村振兴,6.1健全涉农服务机制,5,11,80,ok
2025-1225154073,风险管理,包含'风险管理体系'的章节,3,9,90,ok
2025-1225154073,公司治理,3 强化风控守正合规,1,7,90,ok
2025-1225154073,绿色金融,4 运营降耗践行低碳,1,7,90,ok
2025-1225154073,消费者权益保护,包含'消费者权益'的章节,1,7,90,ok
2025-1225154073,普惠金融,包含'普惠金融'的章节,1,7,90,ok
2025-1225154073,乡村振兴,包含'乡村振兴'的章节,1,7,90,ok
2021-1213271026,风险管理,风险管理筑根基,5,11,79,ok
2021-1213271026,公司治理,2021 年 ESG 工作——公司治理篇,5,11,79,ok
2021-1213271026,绿色金融,2021 年 ESG 工作——公司治理篇,5,11,79,ok
2021-1213271026,消费者权益保护,强化消保真行动,4,10,79,ok
2021-1213271026,普惠金融,大力发展普惠金融，践行使命担当,3,9,79,ok
2021-1213271026,乡村振兴,包含'乡村振兴'的章节,1,7,79,ok
2022-1216707444,风险管理,包含'风险管理体系'的章节,1,7,82,ok
2022-1216707444,公司治理,2022 年 ESG 工作——公司治理篇,5,11,82,ok
2022-1216707444,绿色金融,强化绿色信贷理念，发展绿色金融,4,10,82,ok
2022-1216707444,消费者权益保护,保障客户权益，提升服务体验,5,11,82,ok
2022-1216707444,普惠金融,坚守定位，聚焦主业，践行普惠金融理念,3,9,82,ok
2022-1216707444,乡村振兴,包含'乡村振兴'的章节,2,8,82,ok
2023-1219834248,风险管理,包含'风险管理体系'的章节,1,7,79,ok
2023-1219834248,公司治理,2023 年 ESG 工作——公司治理篇,6,12,79,ok
2023-1219834248,绿色金融,强化绿色信贷理念，发展绿色金融,5,11,79,ok
2023-1219834248,消费者权益保护,聚焦老年客群，提升适老服务质量。,4,10,79,ok
2023-1219834248,普惠金融,坚守定位，践行普惠金融理念,3,9,79,ok
2023-1219834248,乡村振兴,全力助推乡村振兴战略。,4,10,79,ok
2024-1223278031,风险管理,包含'全面风险管理'的章节,4,10,75,ok
2024-1223278031,公司治理,包含'公司治理结构'的章节,3,9,75,ok
2024-1223278031,绿色金融,强化绿色信贷理念，发展绿色金融,4,10,75,ok
2024-1223278031,消费者权益保护,保障客户权益，提升服务体验,6,12,75,ok
2024-1223278031,普惠金融,坚守定位，践行普惠金融理念,5,11,75,ok
2024-1223278031,乡村振兴,75%，高于全行贷款平均增速；涉农及小微企业,6,12,75,ok
2025-1225169548,风险管理,包含'全面风险管理'的章节,3,9,89,ok
2025-1225169548,公司治理,包含'公司治理结构'的章节,2,8,89,ok
2025-1225169548,绿色金融,强化绿色信贷理念，发展绿色金融,3,9,89,ok
2025-1225169548,消费者权益保护,保障客户权益，提升服务体验,5,11,89,ok
2025-1225169548,普惠金融,坚守定位，践行普惠金融理念,4,10,89,ok
2025-1225169548,乡村振兴,包含'乡村振兴'的章节,2,8,89,ok
2021-1212729910,风险管理,完善全面风险管理体系,9,15,92,ok
2021-1212729910,公司治理,稳固治理机制,8,14,92,ok
2021-1212729910,绿色金融,社会责任管理....................................................................................................................- 7 -,1,7,92,ok
2021-1212729910,消费者权益保护,注重客户隐私保护,11,17,92,ok
2021-1212729910,普惠金融,包含'个体工商户'的章节,2,8,92,ok
2021-1212729910,乡村振兴,助力乡村振兴,5,11,92,ok
2022-1216234455,风险管理,包含'风险管理体系'的章节,8,14,91,ok
2022-1216234455,公司治理,包含'审计委员会'的章节,2,8,91,ok
2022-1216234455,绿色金融,包括绿色金融债 100 亿元、“三农”专项金融债 50 亿元、小微金融（支持浙江共同服务示范区建设）债 100 亿元,14,20,91,ok
2022-1216234455,消费者权益保护,保护客户隐私和信息安全,10,16,91,ok
2022-1216234455,普惠金融,践行普惠金融,7,13,91,ok
2022-1216234455,乡村振兴,助力乡村振兴,5,11,91,ok
2023-1219447647,风险管理,包含'风险管理体系'的章节,9,15,85,ok
2023-1219447647,公司治理,包含'审计委员会'的章节,15,21,85,ok
2023-1219447647,绿色金融,构建绿色金融生态 .................................................... - 35 -,1,7,85,ok
2023-1219447647,消费者权益保护,优化客户服务体验 .................................................... - 49 -,1,7,85,ok
2023-1219447647,普惠金融,持续深耕普惠金融,7,13,85,ok
2023-1219447647,乡村振兴,支持乡村振兴事业,8,14,85,ok
2024-1222947800,风险管理,深化全面风险管理 ......................................................... - 27 -,1,7,94,ok
2024-1222947800,公司治理,全面优化公司治理 ......................................................... - 23 -,1,7,94,ok
2024-1222947800,绿色金融,完善绿色金融生态 ......................................................... - 48 -,1,7,94,ok
2024-1222947800,消费者权益保护,社会责任与消费者权益保护部于 2025 年 3 月成立,4,10,94,ok
2024-1222947800,普惠金融,持续深耕普惠金融 ......................................................... - 37 -,1,7,94,ok
2024-1222947800,乡村振兴,支持乡村振兴事业 ......................................................... - 39 -,1,7,94,ok
2025-1225060844,风险管理,强化风险管理 ........................................................... - 29 -,1,7,78,ok
2025-1225060844,公司治理,优化公司治理 ........................................................... - 24 -,1,7,78,ok
2025-1225060844,绿色金融,丰富绿色金融 ........................................................... - 47 -,1,7,78,ok
2025-1225060844,消费者权益保护,加强消费者权益保护 ..................................................... - 60 -,1,7,78,ok
2025-1225060844,普惠金融,深耕普惠金融 ........................................................... - 34 -,1,7,78,ok
2025-1225060844,乡村振兴,支持乡村振兴 ........................................................... - 39 -,1,7,78,ok
2021-1212730968,风险管理,包含'风险管理体系'的章节,11,17,82,ok
2021-1212730968,公司治理,董事会的责任,18,24,82,ok
2021-1212730968,绿色金融,包含'可持续发展'的章节,2,8,82,ok
2021-1212730968,消费者权益保护,包含'消费者权益'的章节,2,8,82,ok
2021-1212730968,普惠金融,包含'中小企业融资'的章节,3,9,82,ok
2021-1212730968,乡村振兴,包含'乡村振兴'的章节,1,7,82,ok
2022-1216262765,风险管理,包含'风险管理体系'的章节,2,8,83,ok
2022-1216262765,公司治理,包含'投资者关系'的章节,12,18,83,ok
2022-1216262765,绿色金融,全行高质量发展新支柱和市场竞争新优势。发布《绿色金融发展战略规划（2022,5,11,83,ok
2022-1216262765,消费者权益保护,要求和行内工作实际，研究制定《中国建设银行消费者权益保护工作规划（2023,8,14,83,ok
2022-1216262765,普惠金融,包含'个体工商户'的章节,4,10,83,ok
2022-1216262765,乡村振兴,包含'农业产业化'的章节,5,11,83,ok
2023-1219447699,风险管理,包含'风险管理体系'的章节,4,10,75,ok
2023-1219447699,公司治理,包含'投资者关系'的章节,14,20,75,ok
2023-1219447699,绿色金融,包含'可持续发展'的章节,2,8,75,ok
2023-1219447699,消费者权益保护,包含'消费者权益'的章节,8,14,75,ok
2023-1219447699,普惠金融,4 万亿元。持续加强数字普惠金融模式创新，适配,3,9,75,ok
2023-1219447699,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2024-1222940495,风险管理,包含'风险管理体系'的章节,4,10,87,ok
2024-1222940495,公司治理,中国人民银行《金融机构环境信息披露指南》,28,34,87,ok
2024-1222940495,绿色金融,绿色金融 ...................................................................................................... 24,1,7,87,ok
2024-1222940495,消费者权益保护,消费者权益保护 .............................................................................................69,1,7,87,ok
2024-1222940495,普惠金融,普惠金融 .......................................................................................................53,1,7,87,ok
2024-1222940495,乡村振兴,包含'乡村振兴'的章节,3,9,87,ok
2025-1225046555,风险管理,包含'风险管理体系'的章节,4,10,89,ok
2025-1225046555,公司治理,包含'投资者关系'的章节,3,9,89,ok
2025-1225046555,绿色金融,深入做好绿色金融大文章的指导意见》《绿色金融发展战略规划（2022,2,8,89,ok
2025-1225046555,消费者权益保护,包含'消费者权益'的章节,1,7,89,ok
2025-1225046555,普惠金融,包含'个体工商户'的章节,11,17,89,ok
2025-1225046555,乡村振兴,包含'乡村振兴'的章节,2,8,89,ok
2021-1212765374,风险管理,包含'风险管理体系'的章节,1,7,84,ok
2021-1212765374,公司治理,包含'投资者关系'的章节,2,8,84,ok
2021-1212765374,绿色金融,包含'可持续发展'的章节,2,8,84,ok
2021-1212765374,消费者权益保护,包含'消费者权益'的章节,1,7,84,ok
2021-1212765374,普惠金融,包含'中小企业融资'的章节,3,9,84,ok
2021-1212765374,乡村振兴,包含'农业产业化'的章节,4,10,84,ok
2022-1216273578,风险管理,包含'风险管理体系'的章节,1,7,93,ok
2022-1216273578,公司治理,包含'投资者关系'的章节,2,8,93,ok
2022-1216273578,绿色金融,包含'可持续发展'的章节,1,7,93,ok
2022-1216273578,消费者权益保护,包含'消费者权益'的章节,1,7,93,ok
2022-1216273578,普惠金融,包含'中小企业融资'的章节,4,10,93,ok
2022-1216273578,乡村振兴,包含'农业产业化'的章节,5,11,93,ok
2023-1219426937,公司治理,包含'投资者关系'的章节,2,8,88,ok
2023-1219426937,绿色金融,包含'可持续发展'的章节,1,7,88,ok
2023-1219426937,消费者权益保护,包含'消费者权益'的章节,2,8,88,ok
2023-1219426937,乡村振兴,65亿元，普惠型涉农贷款余额155亿元，,6,12,88,ok
2024-1222868917,风险管理,包含'风险控制'的章节,10,16,81,ok
2024-1222868917,公司治理,包含'内部控制'的章节,9,15,81,ok
2024-1222868917,绿色金融,包含'可持续发展'的章节,1,7,81,ok
2024-1222868917,消费者权益保护,包含'消费者权益'的章节,7,13,81,ok
2024-1222868917,普惠金融,包含'个体工商户'的章节,1,7,81,ok
2024-1222868917,乡村振兴,82亿元，较年初增长59.75亿元，乡村振兴贷款投放214亿元，乡村振兴债券投放45亿元。,5,11,81,ok
2025-1225252846,公司治理,包含'公司治理'的章节,4,10,92,ok
2025-1225252846,绿色金融,包含'绿色金融'的章节,18,24,92,ok
2025-1225252846,消费者权益保护,包含'信息安全'的章节,12,18,92,ok
2025-1225252846,普惠金融,普惠金融部,1,7,92,ok
2021-1212727439,风险管理,包含'风险管理体系'的章节,1,7,79,ok
2021-1212727439,公司治理,包含'投资者关系'的章节,2,8,79,ok
2021-1212727439,绿色金融,您对中行在致力绿色金融和低碳运营方面履行社会责任的评价是：,30,36,79,ok
2021-1212727439,消费者权益保护,包含'消费者权益'的章节,1,7,79,ok
2021-1212727439,普惠金融,包含'个体工商户'的章节,7,13,79,ok
2021-1212727439,乡村振兴,包含'乡村振兴'的章节,1,7,79,ok
2022-1216276311,风险管理,全面风险管理,25,31,76,ok
2022-1216276311,公司治理,优化公司治理,25,31,76,ok
2022-1216276311,绿色金融,发展绿色金融,25,31,76,ok
2022-1216276311,消费者权益保护,消费者权益保护,25,31,76,ok
2022-1216276311,普惠金融,2021—2025 年期间，普惠型小微企业贷款“两增两控”完成情,29,35,76,ok
2022-1216276311,乡村振兴,助力乡村振兴,25,31,76,ok
2023-1219445794,风险管理,5 金融机构环境风险管理流程,35,41,86,ok
2023-1219445794,公司治理,2 金融机构环境相关治理结构,35,41,86,ok
2023-1219445794,绿色金融,在绿色金融方面设定目标包括：,33,39,86,ok
2023-1219445794,消费者权益保护,包含'消费者权益'的章节,1,7,86,ok
2023-1219445794,普惠金融,在普惠金融方面设定目标包括：,33,39,86,ok
2023-1219445794,乡村振兴,"""5%，其中县域地区投放 3","335 台，同比增长 33.7%。""",10,86,ok
2024-1222911235,风险管理,5 金融机构环境风险管理流程,30,36,94,ok
2024-1222911235,公司治理,2 金融机构环境相关治理结构,30,36,94,ok
2024-1222911235,绿色金融,10 绿色金融创新及研究成果,30,36,94,ok
2024-1222911235,消费者权益保护,包含'消费者权益'的章节,1,7,94,ok
2024-1222911235,普惠金融,包含'个体工商户'的章节,2,8,94,ok
2024-1222911235,乡村振兴,包含'乡村振兴'的章节,1,7,94,ok
2025-1225058484,风险管理,包含'风险管理体系'的章节,9,15,91,ok
2025-1225058484,公司治理,包含'投资者关系'的章节,6,12,91,ok
2025-1225058484,绿色金融,71 亿美元。报告期内，本行持续加大对绿色行业授信支持力度，绿色信贷投放对利息收,12,18,91,ok
2025-1225058484,消费者权益保护,包含'消费者权益'的章节,1,7,91,ok
2025-1225058484,普惠金融,"""77 万亿元，较年初新增 4","904.76 亿元，较上年末增长 21.52%；普惠型小微企业贷款客户数""",50,91,ok
2025-1225058484,乡村振兴,包含'乡村振兴'的章节,2,8,91,ok
2021-1213217274,风险管理,加强全面风险管理,3,9,87,ok
2021-1213217274,公司治理,强化公司治理,3,9,87,ok
2021-1213217274,绿色金融,践行绿色发展，倡导低碳运营 .................................................................... 41,2,8,87,ok
2021-1213217274,消费者权益保护,开展金融知识宣传教育,8,14,87,ok
2021-1213217274,普惠金融,巩固扶贫成果，推进乡村振兴 .................................................................... 26,1,7,87,ok
2021-1213217274,乡村振兴,巩固扶贫成果，推进乡村振兴 .................................................................... 26,1,7,87,ok
2022-1216707566,风险管理,加强全面风险管理,3,9,86,ok
2022-1216707566,公司治理,强化公司治理,3,9,86,ok
2022-1216707566,绿色金融,践行绿色发展，倡导低碳运营 ......................................................................... 40,2,8,86,ok
2022-1216707566,消费者权益保护,开展农村金融知识普及宣传教育,8,14,86,ok
2022-1216707566,普惠金融,巩固扶贫成果，推进乡村振兴 ......................................................................... 27,1,7,86,ok
2022-1216707566,乡村振兴,巩固扶贫成果，推进乡村振兴 ......................................................................... 27,1,7,86,ok
2023-1219878523,风险管理,加强全面风险管理,3,9,77,ok
2023-1219878523,公司治理,强化公司治理,3,9,77,ok
2023-1219878523,绿色金融,践行绿色发展，倡导低碳运营 ......................................................................... 37,2,8,77,ok
2023-1219878523,消费者权益保护,持续开展农村地区金融知识普及宣传,7,13,77,ok
2023-1219878523,普惠金融,巩固扶贫成果，推进乡村振兴 ......................................................................... 26,1,7,77,ok
2023-1219878523,乡村振兴,巩固扶贫成果，推进乡村振兴 ......................................................................... 26,1,7,77,ok
2024-1223385084,风险管理,加强全面风险管理,3,9,86,ok
2024-1223385084,公司治理,强化公司治理,3,9,86,ok
2024-1223385084,绿色金融,践行绿色发展，倡导低碳运营 ......................................................................... 39,2,8,86,ok
2024-1223385084,消费者权益保护,持续开展农村地区金融知识普及工作,8,14,86,ok
2024-1223385084,普惠金融,巩固扶贫成果，推进乡村振兴 ......................................................................... 27,1,7,86,ok
2024-1223385084,乡村振兴,巩固扶贫成果，推进乡村振兴 ......................................................................... 27,1,7,86,ok
2025-1225151048,风险管理,加强全面风险管理,3,9,92,ok
2025-1225151048,公司治理,强化公司治理,3,9,92,ok
2025-1225151048,绿色金融,践行绿色发展，倡导低碳运营 ......................................................................... 38,2,8,92,ok
2025-1225151048,消费者权益保护,持续开展金融知识宣传,8,14,92,ok
2025-1225151048,普惠金融,巩固扶贫成果，推进乡村振兴 ......................................................................... 26,1,7,92,ok
2025-1225151048,乡村振兴,巩固扶贫成果，推进乡村振兴 ......................................................................... 26,1,7,92,ok
2021-1212669953,风险管理,全面风险管理,10,16,79,ok
2021-1212669953,公司治理,公司治理,4,10,79,ok
2021-1212669953,绿色金融,绿色金融,11,17,79,ok
2021-1212669953,消费者权益保护,消费者权益保护,18,24,79,ok
2021-1212669953,普惠金融,普惠金融,9,15,79,ok
2021-1212669953,乡村振兴,包含'农业产业化'的章节,9,15,79,ok
2022-1216202398,风险管理,3.1  风险管理体系建设,6,12,84,ok
2022-1216202398,公司治理,2.1  公司治理架构,5,11,84,ok
2022-1216202398,绿色金融,1.5  绿色金融培训,12,18,84,ok
2022-1216202398,消费者权益保护,1.5.1  消费者权益保护概述,15,21,84,ok
2022-1216202398,普惠金融,3 发展普惠金融,10,16,84,ok
2022-1216202398,乡村振兴,3.1  助力乡村振兴,19,25,84,ok
2023-1219375053,风险管理,2.1  风险管理体系建设,8,14,87,ok
2023-1219375053,公司治理,1.1  公司治理架构,6,12,87,ok
2023-1219375053,绿色金融,1.1  绿色金融发展战略,15,21,87,ok
2023-1219375053,消费者权益保护,围绕客户  精进服务质量................................................................................... 79,2,8,87,ok
2023-1219375053,普惠金融,4 发展普惠金融,14,20,87,ok
2023-1219375053,乡村振兴,1.1  助力乡村振兴,27,33,87,ok
2024-1222911387,风险管理,2 风险管理体系,30,36,88,ok
2024-1222911387,公司治理,2 公司治理架构,28,34,88,ok
2024-1222911387,绿色金融,绿色金融,34,40,88,ok
2024-1222911387,消费者权益保护,数据安全与客户隐私保护,36,42,88,ok
2024-1222911387,普惠金融,普惠金融,35,41,88,ok
2024-1222911387,乡村振兴,3.2 乡村振兴,16,22,88,ok
2025-1225022295,风险管理,3.1  全面风险管理,38,44,82,ok
2025-1225022295,公司治理,2  公司治理架构,36,42,82,ok
2025-1225022295,绿色金融,绿色金融,41,47,82,ok
2025-1225022295,消费者权益保护,消费者权益保护,42,48,82,ok
2025-1225022295,普惠金融,普惠金融,42,48,82,ok
2025-1225022295,乡村振兴,3.2  支持乡村振兴,20,26,82,ok
2021-1213171178,风险管理,包含'风险管理'的章节,1,7,87,ok
2021-1213171178,公司治理,包含'投资者关系'的章节,1,7,87,ok
2021-1213171178,绿色金融,协办“六五环境日”环保科技低碳行系列活动,4,10,87,ok
2021-1213171178,消费者权益保护,包含'消费者权益'的章节,2,8,87,ok
2021-1213171178,普惠金融,16亿元，其中农户贷款余额107.64亿元，较年初增长21.26亿元；涉农及小微企业贷款占比达81.16%，较年初提升,3,9,87,ok
2021-1213171178,乡村振兴,16亿元，其中农户贷款余额107.64亿元，较年初增长21.26亿元；涉农及小微企业贷款占比达81.16%，较年初提升,3,9,87,ok
2022-1216666428,风险管理,包含'风险管理体系'的章节,2,8,92,ok
2022-1216666428,公司治理,包含'投资者关系'的章节,1,7,92,ok
2022-1216666428,绿色金融,立项碳中和管理平台开发工作,3,9,92,ok
2022-1216666428,消费者权益保护,包含'消费者权益'的章节,1,7,92,ok
2022-1216666428,普惠金融,包含'普惠金融'的章节,2,8,92,ok
2022-1216666428,乡村振兴,包含'乡村振兴'的章节,1,7,92,ok
2023-1219879841,风险管理,包含'风险管理'的章节,1,7,77,ok
2023-1219879841,公司治理,包含'投资者关系'的章节,1,7,77,ok
2023-1219879841,绿色金融,2023年度社会责任（ESG）报告,1,7,77,ok
2023-1219879841,消费者权益保护,包含'消费者权益'的章节,1,7,77,ok
2023-1219879841,普惠金融,包含'普惠金融'的章节,3,9,77,ok
2023-1219879841,乡村振兴,包含'乡村振兴'的章节,3,9,77,ok
2024-1223422528,风险管理,包含'风险管理体系'的章节,6,12,86,ok
2024-1223422528,公司治理,您认为我们在公司治理方面做得如何？,28,34,86,ok
2024-1223422528,绿色金融,您认为我们在绿色金融方面做得如何？,28,34,86,ok
2024-1223422528,消费者权益保护,您认为我们在客户服务方面做得如何？,28,34,86,ok
2024-1223422528,普惠金融,包含'中小企业融资'的章节,12,18,86,ok
2024-1223422528,乡村振兴,包含'农业产业化'的章节,25,31,86,ok
2025-1225266561,风险管理,包含'风险管理体系'的章节,4,10,88,ok
2025-1225266561,公司治理,您认为我们在公司治理方面做得如何？,31,37,88,ok
2025-1225266561,绿色金融,您认为我们在绿色金融方面做得如何？,31,37,88,ok
2025-1225266561,消费者权益保护,您认为我们在客户服务方面做得如何？,31,37,88,ok
2025-1225266561,普惠金融,5亿元，当年已到期普惠金融系列产品均超过业绩比较基准兑付，切实助力居民实现财富保值增值。,10,16,88,ok
2025-1225266561,乡村振兴,包含'农业产业化'的章节,10,16,88,ok
